# M_MTOT,R_RTOT,MATM_MTOT,RATM_RTOT,M_G,R_CM,REQ_CM,P_CGS,T_K,RHO_GCC,L_CGS,S_CGS,KROSS_CGS,GRADT,GRADAD,GRADRAD,TAUV,VSOUND_CGS,CP_CGS,X,Y,Z
 9.99999359787D-01, 9.99099439595D-01,-6.40213348002D-07,-9.00560405253D-04, 1.89860998448D+30, 6.98302502282D+09, 7.14250359537D+09, 5.84326730745D+06, 3.13342999678D+02, 5.18370059270D-04, 1.00000000000D+00, 5.21186205759D+08, 1.00000000000D+33, 2.99014591576D-01, 2.99011055374D-01, 4.21675034573D+33, 0.00000000000D+00, 1.27036307087D+05, 1.19971457191D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99999334264D-01, 9.99077859058D-01,-6.65736270222D-07,-9.22140942481D-04, 1.89860993603D+30, 6.98287418956D+09, 7.14234467081D+09, 6.03665415574D+06, 3.16403818392D+02, 5.30301916270D-04, 1.00000000000D+00, 5.21185893184D+08, 1.00000000000D+33, 2.98506467034D-01, 2.98503019467D-01, 4.19016924169D+33, 0.00000000000D+00, 1.27618245493D+05, 1.20063049578D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99999307901D-01, 9.99056069351D-01,-6.92098537369D-07,-9.43930648958D-04, 1.89860988597D+30, 6.98272189434D+09, 7.14218420660D+09, 6.23641894966D+06, 3.19494515063D+02, 5.42505230948D-04, 1.00000000000D+00, 5.21185886023D+08, 1.00000000000D+33, 2.98695096845D-01, 2.98691735147D-01, 4.16374188896D+33, 0.00000000000D+00, 1.28270087504D+05, 1.20126830154D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99999280683D-01, 9.99034076591D-01,-7.19317287401D-07,-9.65923408872D-04, 1.89860983430D+30, 6.98256817992D+09, 7.14202224782D+09, 6.44269285076D+06, 3.22616421327D+02, 5.54977603690D-04, 1.00000000000D+00, 5.21185891062D+08, 1.00000000000D+33, 2.98970497229D-01, 2.98967218890D-01, 4.13736375750D+33, 0.00000000000D+00, 1.28931991125D+05, 1.20173415384D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99999252583D-01, 9.99011880680D-01,-7.47417426950D-07,-9.88119319905D-04, 1.89860978094D+30, 6.98241304561D+09, 7.14185879376D+09, 6.65566601658D+06, 3.25770099768D+02, 5.67723063681D-04, 1.00000000000D+00, 5.21185908313D+08, 1.00000000000D+33, 2.99255681720D-01, 2.99252484571D-01, 4.11101257999D+33, 0.00000000000D+00, 1.29596541268D+05, 1.20218232320D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99999223562D-01, 9.98989471496D-01,-7.76437689365D-07,-1.01052850388D-03, 1.89860972585D+30, 6.98225642067D+09, 7.14169376990D+09, 6.87563347711D+06, 3.28954845127D+02, 5.80756019577D-04, 1.00000000000D+00, 5.21185941349D+08, 1.00000000000D+33, 2.99075141014D-01, 2.99072023176D-01, 4.08479013567D+33, 0.00000000000D+00, 1.30223943181D+05, 1.20272611972D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99999193574D-01, 9.98966833786D-01,-8.06425754174D-07,-1.03316621387D-03, 1.89860966891D+30, 6.98209819848D+09, 7.14152706394D+09, 7.10295816347D+06, 3.32169287754D+02, 5.94096427741D-04, 1.00000000000D+00, 5.21185942802D+08, 1.00000000000D+33, 2.98849497336D-01, 2.98846456838D-01, 4.05885512049D+33, 0.00000000000D+00, 1.30852214651D+05, 1.20324947092D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99999162589D-01, 9.98943967901D-01,-8.37410596533D-07,-1.05603209928D-03, 1.89860961008D+30, 6.98193838151D+09, 7.14135867848D+09, 7.33786137711D+06, 3.35414021858D+02, 6.07748413555D-04, 1.00000000000D+00, 5.21185928323D+08, 1.00000000000D+33, 2.98736435664D-01, 2.98733470281D-01, 4.03317302477D+33, 0.00000000000D+00, 1.31496665853D+05, 1.20355914146D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99999130582D-01, 9.98920877036D-01,-8.69417812965D-07,-1.07912296429D-03, 1.89860954931D+30, 6.98177699208D+09, 7.14118863708D+09, 7.58053888165D+06, 3.38690017805D+02, 6.21712613844D-04, 1.00000000000D+00, 5.21185943839D+08, 1.00000000000D+33, 2.98705190290D-01, 2.98702298001D-01, 4.00767701158D+33, 0.00000000000D+00, 1.32153723078D+05, 1.20372380174D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99999097515D-01, 9.98897556556D-01,-9.02484550758D-07,-1.10244344410D-03, 1.89860948653D+30, 6.98161399780D+09, 7.14101690565D+09, 7.83127408809D+06, 3.41997267775D+02, 6.35999394819D-04, 1.00000000000D+00, 5.21185988036D+08, 1.00000000000D+33, 2.98489794794D-01, 2.98486974166D-01, 3.98239298240D+33, 0.00000000000D+00, 1.32792681317D+05, 1.20412651982D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99999063341D-01, 9.98873995706D-01,-9.36658516748D-07,-1.12600429409D-03, 1.89860942165D+30, 6.98144932349D+09, 7.14084340498D+09, 8.09043060013D+06, 3.45334980470D+02, 6.50626235084D-04, 1.00000000000D+00, 5.21186022145D+08, 1.00000000000D+33, 2.98104840854D-01, 2.98102090437D-01, 3.95741502987D+33, 0.00000000000D+00, 1.33418181725D+05, 1.20473673079D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99999028014D-01, 9.98850186349D-01,-9.71985980480D-07,-1.14981365077D-03, 1.89860935458D+30, 6.98128291230D+09, 7.14066807521D+09, 8.35836125890D+06, 3.48702683322D+02, 6.65608187557D-04, 1.00000000000D+00, 5.21186043296D+08, 1.00000000000D+33, 2.97620019268D-01, 2.97617337430D-01, 3.93280348862D+33, 0.00000000000D+00, 1.34036193513D+05, 1.20541678440D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99998991505D-01, 9.98826133855D-01,-1.00849451590D-06,-1.17386614468D-03, 1.89860928526D+30, 6.98111480174D+09, 7.14049095588D+09, 8.63527721591D+06, 3.52101615529D+02, 6.80945360153D-04, 1.00000000000D+00, 5.21185988743D+08, 1.00000000000D+33, 2.97767565408D-01, 2.97764950349D-01, 3.90846740986D+33, 0.00000000000D+00, 1.34715927234D+05, 1.20604099083D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99998953814D-01, 9.98801859934D-01,-1.04618583419D-06,-1.19814006579D-03, 1.89860921370D+30, 6.98094514355D+09, 7.14031220691D+09, 8.92119359685D+06, 3.55535118633D+02, 6.96618376803D-04, 1.00000000000D+00, 5.21186009196D+08, 1.00000000000D+33, 2.98043743799D-01, 2.98041193732D-01, 3.88414326630D+33, 0.00000000000D+00, 1.35409880551D+05, 1.20661960840D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99998914898D-01, 9.98777359683D-01,-1.08510190755D-06,-1.22264031744D-03, 1.89860913981D+30, 6.98077390347D+09, 7.14013179221D+09, 9.21643086567D+06, 3.59003203841D+02, 7.12637843015D-04, 1.00000000000D+00, 5.21186036581D+08, 1.00000000000D+33, 2.98234575330D-01, 2.98232088659D-01, 3.85986208437D+33, 0.00000000000D+00, 1.36098321081D+05, 1.20724133264D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99998874710D-01, 9.98752626239D-01,-1.12528959106D-06,-1.24737376064D-03, 1.89860906351D+30, 6.98060103354D+09, 7.13994966129D+09, 9.52134678766D+06, 3.62505630412D+02, 7.29016835611D-04, 1.00000000000D+00, 5.21186148326D+08, 1.00000000000D+33, 2.98148629255D-01, 2.98146204551D-01, 3.83567401406D+33, 0.00000000000D+00, 1.36765741193D+05, 1.20798517345D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99998833170D-01, 9.98727633799D-01,-1.16682988449D-06,-1.27236620073D-03, 1.89860898464D+30, 6.98042635339D+09, 7.13976562413D+09, 9.83655825761D+06, 3.66039742370D+02, 7.45790445757D-04, 1.00000000000D+00, 5.21186146358D+08, 1.00000000000D+33, 2.97633989674D-01, 2.97631625387D-01, 3.81182149661D+33, 0.00000000000D+00, 1.37401858507D+05, 1.20869999637D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99998790225D-01, 9.98702376219D-01,-1.20977525575D-06,-1.29762378063D-03, 1.89860890311D+30, 6.98024982010D+09, 7.13957963555D+09, 1.01624660002D+07, 3.69605347133D+02, 7.62972159884D-04, 1.00000000000D+00, 5.21186145251D+08, 1.00000000000D+33, 2.97185897930D-01, 2.97183592468D-01, 3.78833601191D+33, 0.00000000000D+00, 1.38047764762D+05, 1.20931868717D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99998745831D-01, 9.98676853636D-01,-1.25416926244D-06,-1.32314636381D-03, 1.89860881882D+30, 6.98007143462D+09, 7.13939169657D+09, 1.04994032336D+07, 3.73203050452D+02, 7.80568728230D-04, 1.00000000000D+00, 5.21186145006D+08, 1.00000000000D+33, 2.96797571257D-01, 2.96795323077D-01, 3.76518451754D+33, 0.00000000000D+00, 1.38702658789D+05, 1.20985378115D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99998699952D-01, 9.98651070980D-01,-1.30004786458D-06,-1.34892901953D-03, 1.89860873171D+30, 6.97989123140D+09, 7.13920184354D+09, 1.08476455991D+07, 3.76834081048D+02, 7.98581496947D-04, 1.00000000000D+00, 5.21186049937D+08, 1.00000000000D+33, 2.96854552370D-01, 2.96852359820D-01, 3.74228795374D+33, 0.00000000000D+00, 1.39397185145D+05, 1.21020532331D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99998652586D-01, 9.98625050966D-01,-1.34741425684D-06,-1.37494903432D-03, 1.89860864178D+30, 6.97970936921D+09, 7.13901024374D+09, 1.12072202127D+07, 3.80501948722D+02, 8.16990268774D-04, 1.00000000000D+00, 5.21186036041D+08, 1.00000000000D+33, 2.97246464940D-01, 2.97244326072D-01, 3.71939919868D+33, 0.00000000000D+00, 1.40122694350D+05, 1.21014000978D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99998603697D-01, 9.98598798153D-01,-1.39630269214D-06,-1.40120184671D-03, 1.89860854896D+30, 6.97952587992D+09, 7.13881693079D+09, 1.15783898968D+07, 3.84207908038D+02, 8.35795101988D-04, 1.00000000000D+00, 5.21186040254D+08, 1.00000000000D+33, 2.97718914432D-01, 2.97716827797D-01, 3.69645498708D+33, 0.00000000000D+00, 1.40859160219D+05, 1.20999237917D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99998553242D-01, 9.98572311484D-01,-1.44675835945D-06,-1.42768851556D-03, 1.89860845317D+30, 6.97934075614D+09, 7.13862189691D+09, 1.19615007440D+07, 3.87952517352D+02, 8.55002361782D-04, 1.00000000000D+00, 5.21186103854D+08, 1.00000000000D+33, 2.98053359941D-01, 2.98051324404D-01, 3.67344757811D+33, 0.00000000000D+00, 1.41589996026D+05, 1.20999161306D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99998501126D-01, 9.98545566380D-01,-1.49887427758D-06,-1.45443361952D-03, 1.89860835422D+30, 6.97915382606D+09, 7.13842496117D+09, 1.23572621398D+07, 3.91733351928D+02, 8.74646282796D-04, 1.00000000000D+00, 5.21186136720D+08, 1.00000000000D+33, 2.97805566044D-01, 2.97803580749D-01, 3.65058579581D+33, 0.00000000000D+00, 1.42282118300D+05, 1.21033838372D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99998447265D-01, 9.98518545570D-01,-1.55273465818D-06,-1.48145442979D-03, 1.89860825196D+30, 6.97896496899D+09, 7.13822599640D+09, 1.27663169513D+07, 3.95548889209D+02, 8.94754710182D-04, 1.00000000000D+00, 5.21186149690D+08, 1.00000000000D+33, 2.97464926731D-01, 2.97462990668D-01, 3.62800154739D+33, 0.00000000000D+00, 1.42968003011D+05, 1.21088840961D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99998391598D-01, 9.98491244594D-01,-1.60840205687D-06,-1.50875540599D-03, 1.89860814627D+30, 6.97877415375D+09, 7.13802496981D+09, 1.31891438222D+07, 3.99399213389D+02, 9.15341583038D-04, 1.00000000000D+00, 5.21186143949D+08, 1.00000000000D+33, 2.97148151642D-01, 2.97146263544D-01, 3.60570610793D+33, 0.00000000000D+00, 1.43656912622D+05, 1.21140527689D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99998334078D-01, 9.98463668162D-01,-1.66592190587D-06,-1.53633183846D-03, 1.89860803706D+30, 6.97858141326D+09, 7.13782191611D+09, 1.36260914760D+07, 4.03285577429D+02, 9.36409857293D-04, 1.00000000000D+00, 5.21186028848D+08, 1.00000000000D+33, 2.97253999716D-01, 2.97252158125D-01, 3.58362951175D+33, 0.00000000000D+00, 1.44381704459D+05, 1.21168868976D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99998274697D-01, 9.98435837816D-01,-1.72530345977D-06,-1.56416218421D-03, 1.89860792432D+30, 6.97838689809D+09, 7.13761699396D+09, 1.40772340543D+07, 4.07211392022D+02, 9.57939364618D-04, 1.00000000000D+00, 5.21186032951D+08, 1.00000000000D+33, 2.97578758315D-01, 2.97576961901D-01, 3.56155985762D+33, 0.00000000000D+00, 1.45130751758D+05, 1.21181144168D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99998213396D-01, 9.98407752014D-01,-1.78660364247D-06,-1.59224798623D-03, 1.89860780793D+30, 6.97819059745D+09, 7.13741019205D+09, 1.45430077959D+07, 4.11177184286D+02, 9.79937676496D-04, 1.00000000000D+00, 5.21186050500D+08, 1.00000000000D+33, 2.97880476596D-01, 2.97878724259D-01, 3.53949109349D+33, 0.00000000000D+00, 1.45885760562D+05, 1.21194422513D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99998150110D-01, 9.98379405039D-01,-1.84989035190D-06,-1.62059496098D-03, 1.89860768778D+30, 6.97799247139D+09, 7.13720146830D+09, 1.50239327449D+07, 4.15182961311D+02, 1.00241744559D-03, 1.00000000000D+00, 5.21186105145D+08, 1.00000000000D+33, 2.97982040380D-01, 2.97980331228D-01, 3.51745207695D+33, 0.00000000000D+00, 1.46630215363D+05, 1.21225291349D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99998084707D-01, 9.98350765775D-01,-1.91529318527D-06,-1.64923422487D-03, 1.89860756360D+30, 6.97779230243D+09, 7.13699059365D+09, 1.55209978857D+07, 4.19225497991D+02, 1.02542982978D-03, 1.00000000000D+00, 5.21186087642D+08, 1.00000000000D+33, 2.97437406162D-01, 2.97435739193D-01, 3.49567910151D+33, 0.00000000000D+00, 1.47308168141D+05, 1.21260436269D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99998017097D-01, 9.98321823241D-01,-1.98290300979D-06,-1.67817675872D-03, 1.89860743524D+30, 6.97759001382D+09, 7.13677748726D+09, 1.60348984160D+07, 4.23304075881D+02, 1.04900104122D-03, 1.00000000000D+00, 5.21186054077D+08, 1.00000000000D+33, 2.97078048235D-01, 2.97076422227D-01, 3.47423440762D+33, 0.00000000000D+00, 1.48005339066D+05, 1.21272655529D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99997947231D-01, 9.98292585503D-01,-2.05276882759D-06,-1.70741449663D-03, 1.89860730259D+30, 6.97738566193D+09, 7.13656220858D+09, 1.65660116328D+07, 4.27420389367D+02, 1.07312947655D-03, 1.00000000000D+00, 5.21186029546D+08, 1.00000000000D+33, 2.96928680807D-01, 2.96927094511D-01, 3.45302525581D+33, 0.00000000000D+00, 1.48724220404D+05, 1.21256235876D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99997875061D-01, 9.98263060810D-01,-2.12493887286D-06,-1.73693919042D-03, 1.89860716557D+30, 6.97717930442D+09, 7.13634481837D+09, 1.71147090512D+07, 4.31576184128D+02, 1.09781168673D-03, 1.00000000000D+00, 5.21185968610D+08, 1.00000000000D+33, 2.97044654205D-01, 2.97043106552D-01, 3.43196147426D+33, 0.00000000000D+00, 1.49485090522D+05, 1.21230801528D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99997800534D-01, 9.98233255288D-01,-2.19946600144D-06,-1.76674471239D-03, 1.89860702407D+30, 6.97697098411D+09, 7.13612536180D+09, 1.76813977360D+07, 4.35772977100D+02, 1.12304120391D-03, 1.00000000000D+00, 5.21186011833D+08, 1.00000000000D+33, 2.97060585662D-01, 2.97059075959D-01, 3.41097244001D+33, 0.00000000000D+00, 1.50248016353D+05, 1.21237572330D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99997723542D-01, 9.98203154042D-01,-2.27645762130D-06,-1.79684595771D-03, 1.89860687789D+30, 6.97676059689D+09, 7.13590372923D+09, 1.82668995655D+07, 4.40009642066D+02, 1.14884834373D-03, 1.00000000000D+00, 5.21186045858D+08, 1.00000000000D+33, 2.96878102474D-01, 2.96876629998D-01, 3.39014988568D+33, 0.00000000000D+00, 1.50992323949D+05, 1.21270776959D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99997643980D-01, 9.98172744874D-01,-2.35601978382D-06,-1.82725512613D-03, 1.89860672683D+30, 6.97654805750D+09, 7.13567983088D+09, 1.88720266398D+07, 4.44285373931D+02, 1.17526142175D-03, 1.00000000000D+00, 5.21186069268D+08, 1.00000000000D+33, 2.96565140091D-01, 2.96563704045D-01, 3.36956115313D+33, 0.00000000000D+00, 1.51724094037D+05, 1.21319294055D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99997561768D-01, 9.98142027251D-01,-2.43823206569D-06,-1.85797274870D-03, 1.89860657075D+30, 6.97633336223D+09, 7.13545366288D+09, 1.94973900190D+07, 4.48600839129D+02, 1.20229293552D-03, 1.00000000000D+00, 5.21186042449D+08, 1.00000000000D+33, 2.96517478406D-01, 2.96516077784D-01, 3.34918436762D+33, 0.00000000000D+00, 1.52480466396D+05, 1.21352208999D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99997476856D-01, 9.98111012339D-01,-2.52314359162D-06,-1.88898766065D-03, 1.89860640953D+30, 6.97611658910D+09, 7.13522530747D+09, 2.01433695024D+07, 4.52958201642D+02, 1.22993465960D-03, 1.00000000000D+00, 5.21186021097D+08, 1.00000000000D+33, 2.96650113450D-01, 2.96648747164D-01, 3.32891378695D+33, 0.00000000000D+00, 1.53265106807D+05, 1.21354726332D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99997389183D-01, 9.98079706188D-01,-2.61081653163D-06,-1.92029381177D-03, 1.89860624307D+30, 6.97589778042D+09, 7.13499480925D+09, 2.08104442226D+07, 4.57359017100D+02, 1.25818353925D-03, 1.00000000000D+00, 5.21186004371D+08, 1.00000000000D+33, 2.96930558439D-01, 2.96929225474D-01, 3.30868440874D+33, 0.00000000000D+00, 1.54074734891D+05, 1.21333134124D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99997298681D-01, 9.98048112853D-01,-2.70131868307D-06,-1.95188714710D-03, 1.89860607125D+30, 6.97567696451D+09, 7.13476219812D+09, 2.14991366255D+07, 4.61804618473D+02, 1.28703963270D-03, 1.00000000000D+00, 5.21186159919D+08, 1.00000000000D+33, 2.97124179985D-01, 2.97122879432D-01, 3.28844777269D+33, 0.00000000000D+00, 1.54877358514D+05, 1.21299481081D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99997205200D-01, 9.98016209185D-01,-2.79479968035D-06,-1.98379081515D-03, 1.89860589376D+30, 6.97545397958D+09, 7.13452730368D+09, 2.22105919208D+07, 4.66292890704D+02, 1.31655216688D-03, 1.00000000000D+00, 5.21186203094D+08, 1.00000000000D+33, 2.96988443890D-01, 2.96987175126D-01, 3.26834590705D+33, 0.00000000000D+00, 1.55640783617D+05, 1.21291308463D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99997108602D-01, 9.97983978948D-01,-2.89139752008D-06,-2.01602105232D-03, 1.89860571036D+30, 6.97522871217D+09, 7.13429000644D+09, 2.29458676862D+07, 4.70822552767D+02, 1.34675991734D-03, 1.00000000000D+00, 5.21186251448D+08, 1.00000000000D+33, 2.96605061154D-01, 2.96603823654D-01, 3.24846770545D+33, 0.00000000000D+00, 1.56378463131D+05, 1.21320085556D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99997008735D-01, 9.97951403731D-01,-2.99126459435D-06,-2.04859626864D-03, 1.89860552075D+30, 6.97500103358D+09, 7.13405017090D+09, 2.37061314193D+07, 4.75392022286D+02, 1.37770651789D-03, 1.00000000000D+00, 5.21186330453D+08, 1.00000000000D+33, 2.95921356505D-01, 2.95920149875D-01, 3.22891247476D+33, 0.00000000000D+00, 1.57084584075D+05, 1.21403483138D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99996905491D-01, 9.97918481538D-01,-3.09450943048D-06,-2.08151846220D-03, 1.89860532473D+30, 6.97477092985D+09, 7.13380778239D+09, 2.44922172634D+07, 4.80001784753D+02, 1.40940454887D-03, 1.00000000000D+00, 5.21186276406D+08, 1.00000000000D+33, 2.95806801666D-01, 2.95805625115D-01, 3.20966629911D+33, 0.00000000000D+00, 1.57877713886D+05, 1.21484379975D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99996798858D-01, 9.97885241305D-01,-3.20114220276D-06,-2.11475869467D-03, 1.89860512228D+30, 6.97453860325D+09, 7.13356305404D+09, 2.53042112077D+07, 4.84656298447D+02, 1.44181187185D-03, 1.00000000000D+00, 5.21186233423D+08, 1.00000000000D+33, 2.96019192572D-01, 2.96018045007D-01, 3.19051355144D+33, 0.00000000000D+00, 1.58707910560D+05, 1.21514729522D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99996688784D-01, 9.97851696847D-01,-3.31121599606D-06,-2.14830315270D-03, 1.89860491329D+30, 6.97430415032D+09, 7.13331608759D+09, 2.61425255293D+07, 4.89358173892D+02, 1.47491476991D-03, 1.00000000000D+00, 5.21186201416D+08, 1.00000000000D+33, 2.96485949738D-01, 2.96484830189D-01, 3.17134459925D+33, 0.00000000000D+00, 1.59568603091D+05, 1.21508071459D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99996575206D-01, 9.97817858290D-01,-3.42479377535D-06,-2.18214170986D-03, 1.89860469765D+30, 6.97406764184D+09, 7.13306695765D+09, 2.70076488552D+07, 4.94109590135D+02, 1.50870393129D-03, 1.00000000000D+00, 5.21186594084D+08, 1.00000000000D+33, 2.96669008851D-01, 2.96667916503D-01, 3.15207815317D+33, 0.00000000000D+00, 1.60402781222D+05, 1.21484284293D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99996457822D-01, 9.97783666793D-01,-3.54217833332D-06,-2.21633320711D-03, 1.89860447478D+30, 6.97382866655D+09, 7.13281523105D+09, 2.79018959912D+07, 4.98903969651D+02, 1.54329404755D-03, 1.00000000000D+00, 5.21186638958D+08, 1.00000000000D+33, 2.96143557257D-01, 2.96142491643D-01, 3.13306395005D+33, 0.00000000000D+00, 1.61162403855D+05, 1.21491997555D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99996336439D-01, 9.97749101353D-01,-3.66356134618D-06,-2.25089864730D-03, 1.89860424432D+30, 6.97358707765D+09, 7.13256075323D+09, 2.88267375134D+07, 5.03739443387D+02, 1.57873724935D-03, 1.00000000000D+00, 5.21186673491D+08, 1.00000000000D+33, 2.95402734765D-01, 2.95401695412D-01, 3.11440506204D+33, 0.00000000000D+00, 1.61899383081D+05, 1.21528686601D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99996210875D-01, 9.97714146638D-01,-3.78912494248D-06,-2.28585336195D-03, 1.89860400592D+30, 6.97334276799D+09, 7.13230341136D+09, 2.97835713725D+07, 5.08614835090D+02, 1.61507833542D-03, 1.00000000000D+00, 5.21186697689D+08, 1.00000000000D+33, 2.94508927607D-01, 2.94507913977D-01, 3.09616551412D+33, 0.00000000000D+00, 1.62619434407D+05, 1.21581829078D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99996081077D-01, 9.97678824062D-01,-3.91892307361D-06,-2.32117593827D-03, 1.89860375949D+30, 6.97309588722D+09, 7.13204336314D+09, 3.07728196119D+07, 5.13533634375D+02, 1.65229348092D-03, 1.00000000000D+00, 5.21186667409D+08, 1.00000000000D+33, 2.94716827428D-01, 2.94715838852D-01, 3.07818886755D+33, 0.00000000000D+00, 1.63471083869D+05, 1.21627141398D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.99995947085D-01, 9.97643178402D-01,-4.05291483063D-06,-2.35682159757D-03, 1.89860350509D+30, 6.97284674833D+09, 7.13178093833D+09, 3.17941818954D+07, 5.18502375147D+02, 1.69030848860D-03, 1.00000000000D+00, 5.21186660159D+08, 1.00000000000D+33, 2.95109434757D-01, 2.95108470510D-01, 3.06018905755D+33, 0.00000000000D+00, 1.64354079864D+05, 1.21652776616D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
