# M_MTOT,R_RTOT,MATM_MTOT,RATM_RTOT,M_G,R_CM,REQ_CM,P_CGS,T_K,RHO_GCC,L_CGS,S_CGS,KROSS_CGS,GRADT,GRADAD,GRADRAD,TAUV,VSOUND_CGS,CP_CGS,X,Y,Z
 1.30572962350D-01, 3.52823771749D-01,-8.69427037650D-01,-6.47176228251D-01, 2.47907288735D+29, 2.46599800693D+09, 2.50285221785D+09, 2.46887115432D+13, 1.45164262239D+04, 3.58483915436D+00, 1.00000000000D+00, 4.40860225341D+08, 1.00000000000D+33, 3.36649713526D-01, 3.36649712725D-01, 2.96215764016D+34, 0.00000000000D+00, 3.85898822942D+06, 1.28350539669D+08, 5.89393992005D-01, 2.33598045495D-01, 1.77007962500D-01
 1.29101874934D-01, 3.51360367086D-01,-8.70898125066D-01,-6.48639632914D-01, 2.45114265690D+29, 2.45576980444D+09, 2.49245669421D+09, 2.47864620570D+13, 1.45357560749D+04, 3.59165974875D+00, 1.00000000000D+00, 4.40859251262D+08, 1.00000000000D+33, 3.36865501797D-01, 3.36865500994D-01, 2.99180531784D+34, 0.00000000000D+00, 3.86260230523D+06, 1.28325397975D+08, 5.89392518375D-01, 2.33597461442D-01, 1.77010020183D-01
 1.27637449418D-01, 3.49894177708D-01,-8.72362550582D-01,-6.50105822292D-01, 2.42333891005D+29, 2.44552213868D+09, 2.48204154280D+09, 2.48842898618D+13, 1.45550629910D+04, 3.59847261678D+00, 1.00000000000D+00, 4.40858365261D+08, 1.00000000000D+33, 3.37079994328D-01, 3.37079993522D-01, 3.02198720330D+34, 0.00000000000D+00, 3.86620759593D+06, 1.28300319006D+08, 5.89391193621D-01, 2.33596936395D-01, 1.77011869985D-01
 1.26179716041D-01, 3.48425175927D-01,-8.73820283959D-01,-6.51574824073D-01, 2.39566222089D+29, 2.43525481615D+09, 2.47160656665D+09, 2.49821932802D+13, 1.45743467499D+04, 3.60527773939D+00, 1.00000000000D+00, 4.40857558714D+08, 1.00000000000D+33, 3.37293167684D-01, 3.37293166876D-01, 3.05271647330D+34, 0.00000000000D+00, 3.86980407658D+06, 1.28275305264D+08, 5.89390003106D-01, 2.33596464551D-01, 1.77013532344D-01
 1.24728705073D-01, 3.46953333714D-01,-8.75271294927D-01,-6.53046666286D-01, 2.36811316414D+29, 2.42496764092D+09, 2.46115156633D+09, 2.50801706165D+13, 1.45936071253D+04, 3.61207509175D+00, 1.00000000000D+00, 4.40856823816D+08, 1.00000000000D+33, 3.37504998915D-01, 3.37504998104D-01, 3.08400671593D+34, 0.00000000000D+00, 3.87339172437D+06, 1.28250359393D+08, 5.89388933576D-01, 2.33596040658D-01, 1.77015025766D-01
 1.23284446817D-01, 3.45478622687D-01,-8.76715553183D-01,-6.54521377313D-01, 2.34069231512D+29, 2.41466041464D+09, 2.45067633994D+09, 2.51782201562D+13, 1.46128438875D+04, 3.61886464367D+00, 1.00000000000D+00, 4.40856153499D+08, 1.00000000000D+33, 3.37715465543D-01, 3.37715464730D-01, 3.11587194605D+34, 0.00000000000D+00, 3.87697051837D+06, 1.28225484165D+08, 5.89387973039D-01, 2.33595659962D-01, 1.77016366999D-01
 1.21846971609D-01, 3.44001014105D-01,-8.78153028391D-01,-6.55998985895D-01, 2.31340024982D+29, 2.40433293642D+09, 2.44018068301D+09, 2.52763401657D+13, 1.46320568035D+04, 3.62564636000D+00, 1.00000000000D+00, 4.40855541375D+08, 1.00000000000D+33, 3.37924545560D-01, 3.37924544744D-01, 3.14832662146D+34, 0.00000000000D+00, 3.88054043934D+06, 1.28200682453D+08, 5.89387110648D-01, 2.33595318166D-01, 1.77017571187D-01
 1.20416309823D-01, 3.42520478861D-01,-8.79583690177D-01,-6.57479521139D-01, 2.28623754492D+29, 2.39398500282D+09, 2.42966438847D+09, 2.53745288923D+13, 1.46512456362D+04, 3.63242020097D+00, 1.00000000000D+00, 4.40854981672D+08, 1.00000000000D+33, 3.38132195274D-01, 3.38132194456D-01, 3.18138565971D+34, 0.00000000000D+00, 3.88410146856D+06, 1.28175989410D+08, 5.89386336599D-01, 2.33595011382D-01, 1.77018652019D-01
 1.18992491854D-01, 3.41036987456D-01,-8.81007508146D-01,-6.58963012544D-01, 2.25920477749D+29, 2.38361640767D+09, 2.41912724647D+09, 2.54727845640D+13, 1.46704101420D+04, 3.63918612260D+00, 1.00000000000D+00, 4.40854469170D+08, 1.00000000000D+33, 3.38338364472D-01, 3.38338363650D-01, 3.21506445905D+34, 0.00000000000D+00, 3.88765358904D+06, 1.28151449980D+08, 5.89385642036D-01, 2.33594736102D-01, 1.77019621862D-01
 1.17575548149D-01, 3.39550510022D-01,-8.82424451851D-01,-6.60449489978D-01, 2.23230252562D+29, 2.37322694222D+09, 2.40856904454D+09, 2.55711053883D+13, 1.46895500761D+04, 3.64594407680D+00, 1.00000000000D+00, 4.40853999160D+08, 1.00000000000D+33, 3.38543083226D-01, 3.38543082402D-01, 3.24937891113D+34, 0.00000000000D+00, 3.89119678781D+06, 1.28126993281D+08, 5.89385018962D-01, 2.33594489155D-01, 1.77020491882D-01
 1.16165509202D-01, 3.38061016308D-01,-8.83834490798D-01,-6.61938983692D-01, 2.20553136825D+29, 2.36281639501D+09, 2.39798956748D+09, 2.56694895513D+13, 1.47086651905D+04, 3.65269401171D+00, 1.00000000000D+00, 4.40853567394D+08, 1.00000000000D+33, 3.38746331357D-01, 3.38746330530D-01, 3.28434542180D+34, 0.00000000000D+00, 3.89473105040D+06, 1.28102622417D+08, 5.89384460162D-01, 2.33594267683D-01, 1.77021272156D-01
 1.14762405549D-01, 3.36568475661D-01,-8.85237594451D-01,-6.63431524339D-01, 2.17889188515D+29, 2.35238455182D+09, 2.38738859723D+09, 2.57679352182D+13, 1.47277552337D+04, 3.65943587192D+00, 1.00000000000D+00, 4.40853170037D+08, 1.00000000000D+33, 3.38948089121D-01, 3.38948088291D-01, 3.31998093199D+34, 0.00000000000D+00, 3.89825636313D+06, 1.28078340523D+08, 5.89383959125D-01, 2.33594069104D-01, 1.77021971771D-01
 1.13366267771D-01, 3.35072857026D-01,-8.86633732229D-01,-6.64927142974D-01, 2.15238465692D+29, 2.34193119559D+09, 2.37676591289D+09, 2.58664405327D+13, 1.47468199506D+04, 3.66616959874D+00, 1.00000000000D+00, 4.40852803634D+08, 1.00000000000D+33, 3.39148337199D-01, 3.39148336367D-01, 3.35630293878D+34, 0.00000000000D+00, 3.90177271297D+06, 1.28054150753D+08, 5.89383509985D-01, 2.33593891093D-01, 1.77022598921D-01
 1.11977126494D-01, 3.33574128933D-01,-8.88022873506D-01,-6.66425871067D-01, 2.12601026505D+29, 2.33145610636D+09, 2.36612129058D+09, 2.59650036168D+13, 1.47658590820D+04, 3.67289513034D+00, 1.00000000000D+00, 4.40852465072D+08, 1.00000000000D+33, 3.39347056700D-01, 3.39347055864D-01, 3.39332951738D+34, 0.00000000000D+00, 3.90528008742D+06, 1.28030056271D+08, 5.89383107454D-01, 2.33593731556D-01, 1.77023160990D-01
 1.10595012391D-01, 3.32072259488D-01,-8.89404987609D-01,-6.67927740512D-01, 2.09976929190D+29, 2.32095906122D+09, 2.35545450345D+09, 2.60636225702D+13, 1.47848723652D+04, 3.67961240198D+00, 1.00000000000D+00, 4.40852151546D+08, 1.00000000000D+33, 3.39544229147D-01, 3.39544228308D-01, 3.43107934416D+34, 0.00000000000D+00, 3.90877847441D+06, 1.28006060242D+08, 5.89382746769D-01, 2.33593588603D-01, 1.77023664628D-01
 1.09219956184D-01, 3.30567216368D-01,-8.90780043816D-01,-6.69432783632D-01, 2.07366232075D+29, 2.31043983426D+09, 2.34476532155D+09, 2.61622954696D+13, 1.48038595337D+04, 3.68632134612D+00, 1.00000000000D+00, 4.40851860532D+08, 1.00000000000D+33, 3.39739836479D-01, 3.39739835638D-01, 3.46957172071D+34, 0.00000000000D+00, 3.91226786215D+06, 1.27982165824D+08, 5.89382423642D-01, 2.33593460537D-01, 1.77024115822D-01
 1.07851988644D-01, 3.29058966810D-01,-8.92148011356D-01,-6.70941033190D-01, 2.04768993581D+29, 2.29989819647D+09, 2.33405351183D+09, 2.62610203692D+13, 1.48228203173D+04, 3.69302189259D+00, 1.00000000000D+00, 4.40851589757D+08, 1.00000000000D+33, 3.39933861044D-01, 3.39933860199D-01, 3.50882659910D+34, 0.00000000000D+00, 3.91574823910D+06, 1.27958376162D+08, 5.89382134215D-01, 2.33593345826D-01, 1.77024519958D-01
 1.06491140592D-01, 3.27547477600D-01,-8.93508859408D-01,-6.72452522400D-01, 2.02185272228D+29, 2.28933391572D+09, 2.32331883803D+09, 2.63597952991D+13, 1.48417544416D+04, 3.69971396872D+00, 1.00000000000D+00, 4.40851337180D+08, 1.00000000000D+33, 3.40126285595D-01, 3.40126284747D-01, 3.54886460829D+34, 0.00000000000D+00, 3.91921959382D+06, 1.27934694378D+08, 5.89381875018D-01, 2.33593243097D-01, 1.77024881885D-01
 1.05137442901D-01, 3.26032715069D-01,-8.94862557099D-01,-6.73967284931D-01, 1.99615126631D+29, 2.27874675669D+09, 2.31256106066D+09, 2.64586182657D+13, 1.48606616287D+04, 3.70639749943D+00, 1.00000000000D+00, 4.40851100961D+08, 1.00000000000D+33, 3.40317093287D-01, 3.40317092435D-01, 3.58970708181D+34, 0.00000000000D+00, 3.92268191491D+06, 1.27911123571D+08, 5.89381642929D-01, 2.33593151112D-01, 1.77025205959D-01
 1.03790926498D-01, 3.24514645080D-01,-8.96209073502D-01,-6.75485354920D-01, 1.97058615508D+29, 2.26813648078D+09, 2.30177993687D+09, 2.65574872511D+13, 1.48795415968D+04, 3.71307240737D+00, 1.00000000000D+00, 4.40850879450D+08, 1.00000000000D+33, 3.40506267671D-01, 3.40506266816D-01, 3.63137608677D+34, 0.00000000000D+00, 3.92613519097D+06, 1.27887666807D+08, 5.89381435144D-01, 2.33593068759D-01, 1.77025496097D-01
 1.02451622363D-01, 3.22993233020D-01,-8.97548377637D-01,-6.77006766980D-01, 1.94515797676D+29, 2.25750284606D+09, 2.29097522046D+09, 2.66564002123D+13, 1.48983940599D+04, 3.71973862335D+00, 1.00000000000D+00, 4.40850670718D+08, 1.00000000000D+33, 3.40697617937D-01, 3.40697617079D-01, 3.67389445428D+34, 0.00000000000D+00, 3.92958026232D+06, 1.27864308229D+08, 5.89381249142D-01, 2.33592995040D-01, 1.77025755819D-01
 1.01119563661D-01, 3.21468446252D-01,-8.98880436339D-01,-6.78531553748D-01, 1.91986736106D+29, 2.24684562443D+09, 2.28014667922D+09, 2.67553549224D+13, 1.49172191390D+04, 3.72639610794D+00, 1.00000000000D+00, 4.40850474296D+08, 1.00000000000D+33, 3.40892086514D-01, 3.40892085652D-01, 3.71728530164D+34, 0.00000000000D+00, 3.93301771435D+06, 1.27840935044D+08, 5.89381082660D-01, 2.33592929057D-01, 1.77025988283D-01
 9.97947817556D-02, 3.19940249584D-01,-9.00205218244D-01,-6.80059750416D-01, 1.89471490343D+29, 2.23616456993D+09, 2.26929406283D+09, 2.68543492643D+13, 1.49360166036D+04, 3.73304478383D+00, 1.00000000000D+00, 4.40850288567D+08, 1.00000000000D+33, 3.41086103473D-01, 3.41086102609D-01, 3.76157298830D+34, 0.00000000000D+00, 3.93644685464D+06, 1.27817528711D+08, 5.89380933666D-01, 2.33592870005D-01, 1.77026196329D-01
 9.84773080523D-02, 3.18408607312D-01,-9.01522691948D-01,-6.81591392688D-01, 1.86970120014D+29, 2.22545943299D+09, 2.25841711730D+09, 2.69533810950D+13, 1.49547862184D+04, 3.73968456089D+00, 1.00000000000D+00, 4.40850112648D+08, 1.00000000000D+33, 3.41269746495D-01, 3.41269745627D-01, 3.80678273459D+34, 0.00000000000D+00, 3.93986576277D+06, 1.27797805742D+08, 5.89380800336D-01, 2.33592817162D-01, 1.77026382503D-01
 9.71671555614D-02, 3.16873461532D-01,-9.02832844439D-01,-6.83126538468D-01, 1.84482649821D+29, 2.21472980892D+09, 2.24751543119D+09, 2.70524496436D+13, 1.49735241267D+04, 3.74631549678D+00, 1.00000000000D+00, 4.40849945207D+08, 1.00000000000D+33, 3.41341121691D-01, 3.41341120820D-01, 3.85294531157D+34, 0.00000000000D+00, 3.94325470663D+06, 1.27819842112D+08, 5.89380681031D-01, 2.33592769877D-01, 1.77026549092D-01
 9.58643429342D-02, 3.15334759764D-01,-9.04135657066D-01,-6.84665240236D-01, 1.82009115175D+29, 2.20397533091D+09, 2.23658863131D+09, 2.71515537194D+13, 1.49922274699D+04, 3.75293760452D+00, 1.00000000000D+00, 4.40849785553D+08, 1.00000000000D+33, 3.41411479499D-01, 3.41411478624D-01, 3.90009134446D+34, 0.00000000000D+00, 3.94663460982D+06, 1.27841924760D+08, 5.89380574284D-01, 2.33592727569D-01, 1.77026698147D-01
 9.45689023285D-02, 3.13792464577D-01,-9.05431097672D-01,-6.86207535423D-01, 1.79549577133D+29, 2.19319573736D+09, 2.22563645127D+09, 2.72506910952D+13, 1.50108959885D+04, 3.75955078763D+00, 1.00000000000D+00, 4.40849632910D+08, 1.00000000000D+33, 3.41480873228D-01, 3.41480872350D-01, 3.94824917690D+34, 0.00000000000D+00, 3.95000547035D+06, 1.27864044549D+08, 5.89380478778D-01, 2.33592689717D-01, 1.77026831505D-01
 9.32808659729D-02, 3.12246538007D-01,-9.06719134027D-01,-6.87753461993D-01, 1.77104096882D+29, 2.18239076290D+09, 2.21465862102D+09, 2.73498595144D+13, 1.50295294225D+04, 3.76615494772D+00, 1.00000000000D+00, 4.40849486585D+08, 1.00000000000D+33, 3.41549355311D-01, 3.41549354429D-01, 3.99744818032D+34, 0.00000000000D+00, 3.95336728554D+06, 1.27886192483D+08, 5.89380393335D-01, 2.33592655853D-01, 1.77026950813D-01
 9.20002661666D-02, 3.10696941544D-01,-9.07999733833D-01,-6.89303058456D-01, 1.74672735747D+29, 2.17156013839D+09, 2.20365486661D+09, 2.74490566897D+13, 1.50481275111D+04, 3.77274998445D+00, 1.00000000000D+00, 4.40849345955D+08, 1.00000000000D+33, 3.41616977300D-01, 3.41616976415D-01, 4.04771879899D+34, 0.00000000000D+00, 3.95672005195D+06, 1.27908359705D+08, 5.89380316896D-01, 2.33592625557D-01, 1.77027057546D-01
 9.07271352791D-02, 3.09143636123D-01,-9.09272864721D-01,-6.90856363877D-01, 1.72255555185D+29, 2.16070359080D+09, 2.19262491015D+09, 2.75482803035D+13, 1.50666899925D+04, 3.77933579562D+00, 1.00000000000D+00, 4.40849210461D+08, 1.00000000000D+33, 3.41683789877D-01, 3.41683788988D-01, 4.09909259753D+34, 0.00000000000D+00, 3.96006376539D+06, 1.27930537491D+08, 5.89380248516D-01, 2.33592598456D-01, 1.77027153028D-01
 8.94615057497D-02, 3.07586582108D-01,-9.10538494250D-01,-6.92413417892D-01, 1.69852616785D+29, 2.14982084308D+09, 2.18156846968D+09, 2.76475280066D+13, 1.50852166038D+04, 3.78591227715D+00, 1.00000000000D+00, 4.40849079606D+08, 1.00000000000D+33, 3.41749842852D-01, 3.41749841959D-01, 4.15160231074D+34, 0.00000000000D+00, 3.96339842084D+06, 1.27952717252D+08, 5.89380187345D-01, 2.33592574212D-01, 1.77027238444D-01
 8.82034100873D-02, 3.06025739282D-01,-9.11796589913D-01,-6.93974260718D-01, 1.67463982270D+29, 2.13891161414D+09, 2.17048525909D+09, 2.77467974185D+13, 1.51037070812D+04, 3.79247932312D+00, 1.00000000000D+00, 4.40848952940D+08, 1.00000000000D+33, 3.41815185171D-01, 3.41815184275D-01, 4.20528189619D+34, 0.00000000000D+00, 3.96672401248D+06, 1.27974890530D+08, 5.89380132623D-01, 2.33592552523D-01, 1.77027314853D-01
 8.69528808699D-02, 3.04461066830D-01,-9.13047119130D-01,-6.95538933170D-01, 1.65089713492D+29, 2.12797561874D+09, 2.15937498803D+09, 2.78460861261D+13, 1.51221611593D+04, 3.79903682575D+00, 1.00000000000D+00, 4.40848830064D+08, 1.00000000000D+33, 3.41879864917D-01, 3.41879864017D-01, 4.26016658937D+34, 0.00000000000D+00, 3.97004053362D+06, 1.27997048998D+08, 5.89380083671D-01, 2.33592533122D-01, 1.77027383207D-01
 8.57099507440D-02, 3.02892523331D-01,-9.14290049256D-01,-6.97107476669D-01, 1.62729872434D+29, 2.11701256734D+09, 2.14823736183D+09, 2.79453916836D+13, 1.51405785715D+04, 3.80558467542D+00, 1.00000000000D+00, 4.40848710618D+08, 1.00000000000D+33, 3.41943929316D-01, 3.41943928411D-01, 4.31629296193D+34, 0.00000000000D+00, 3.97334797670D+06, 1.28019184456D+08, 5.89380039879D-01, 2.33592515766D-01, 1.77027444355D-01
 8.44746524245D-02, 3.01320066739D-01,-9.15525347576D-01,-6.98679933261D-01, 1.60384521209D+29, 2.10602216609D+09, 2.13707208136D+09, 2.80447116119D+13, 1.51589590495D+04, 3.81212276070D+00, 1.00000000000D+00, 4.40848594282D+08, 1.00000000000D+33, 3.42007424739D-01, 3.42007423831D-01, 4.37369898290D+34, 0.00000000000D+00, 3.97664633323D+06, 1.28041288830D+08, 5.89380000702D-01, 2.33592500238D-01, 1.77027499060D-01
 8.32470186941D-02, 2.99743654371D-01,-9.16752981306D-01,-7.00256345629D-01, 1.58053722059D+29, 2.09500411666D+09, 2.12587884295D+09, 2.81440433982D+13, 1.51773023234D+04, 3.81865096831D+00, 1.00000000000D+00, 4.40848480767D+08, 1.00000000000D+33, 3.42070396710D-01, 3.42070395798D-01, 4.43242408327D+34, 0.00000000000D+00, 3.97993559382D+06, 1.28063354173D+08, 5.89379965652D-01, 2.33592486347D-01, 1.77027548001D-01
 8.20270824025D-02, 2.98163242893D-01,-9.17972917597D-01,-7.01836757107D-01, 1.55737537353D+29, 2.08395811617D+09, 2.11465733829D+09, 2.82433844950D+13, 1.51956081216D+04, 3.82516918312D+00, 1.00000000000D+00, 4.40848369818D+08, 1.00000000000D+33, 3.42132889907D-01, 3.42132888991D-01, 4.49250922402D+34, 0.00000000000D+00, 3.98321574811D+06, 1.28085372661D+08, 5.89379934293D-01, 2.33592473918D-01, 1.77027591790D-01
 8.08148764664D-02, 2.96578788303D-01,-9.19185123534D-01,-7.03421211697D-01, 1.53436029586D+29, 2.07288385708D+09, 2.10340725433D+09, 2.83427323200D+13, 1.52138761703D+04, 3.83167728817D+00, 1.00000000000D+00, 4.40848261203D+08, 1.00000000000D+33, 3.42194948169D-01, 3.42194947249D-01, 4.55399696786D+34, 0.00000000000D+00, 3.98648678480D+06, 1.28107336594D+08, 5.89379906233D-01, 2.33592462797D-01, 1.77027630970D-01
 7.96104338685D-02, 2.94990245918D-01,-9.20389566132D-01,-7.05009754082D-01, 1.51149261380D+29, 2.06178102709D+09, 2.09212827315D+09, 2.84420842552D+13, 1.52321061941D+04, 3.83817516465D+00, 1.00000000000D+00, 4.40848154717D+08, 1.00000000000D+33, 3.42256614499D-01, 3.42256613574D-01, 4.61693155489D+34, 0.00000000000D+00, 3.98974869157D+06, 1.28129238393D+08, 5.89379881125D-01, 2.33592452845D-01, 1.77027666030D-01
 7.84137876569D-02, 2.93397570355D-01,-9.21586212343D-01,-7.06602429645D-01, 1.48877295480D+29, 2.05064930900D+09, 2.08082007183D+09, 2.85414376464D+13, 1.52502979148D+04, 3.84466269188D+00, 1.00000000000D+00, 4.40848050176D+08, 1.00000000000D+33, 3.42317931067D-01, 3.42317930138D-01, 4.68135898248D+34, 0.00000000000D+00, 3.99300145512D+06, 1.28151070601D+08, 5.89379858655D-01, 2.33592443940D-01, 1.77027697406D-01
 7.72249709447D-02, 2.91800715519D-01,-9.22775029055D-01,-7.08199284481D-01, 1.46620194755D+29, 2.03948838063D+09, 2.06948232238D+09, 2.86407898027D+13, 1.52684510524D+04, 3.85113974730D+00, 1.00000000000D+00, 4.40847947415D+08, 1.00000000000D+33, 3.42378939221D-01, 3.42378938288D-01, 4.74732708953D+34, 0.00000000000D+00, 3.99624506111D+06, 1.28172825881D+08, 5.89379838544D-01, 2.33592435969D-01, 1.77027725487D-01
 7.60440169093D-02, 2.90199634580D-01,-9.23955983091D-01,-7.09800365420D-01, 1.44378022197D+29, 2.02829791468D+09, 2.05811469160D+09, 2.87401379957D+13, 1.52865653241D+04, 3.85760620645D+00, 1.00000000000D+00, 4.40847846287D+08, 1.00000000000D+33, 3.42439679484D-01, 3.42439678546D-01, 4.81488564557D+34, 0.00000000000D+00, 3.99947949415D+06, 1.28194497015D+08, 5.89379820542D-01, 2.33592428834D-01, 1.77027750624D-01
 7.48709587915D-02, 2.88594279962D-01,-9.25129041208D-01,-7.11405720038D-01, 1.42150840916D+29, 2.01707757862D+09, 2.04671684093D+09, 2.88394794588D+13, 1.53046404446D+04, 3.86406194296D+00, 1.00000000000D+00, 4.40847746660D+08, 1.00000000000D+33, 3.42500191563D-01, 3.42500190620D-01, 4.88408644475D+34, 0.00000000000D+00, 4.00270473782D+06, 1.28216076905D+08, 5.89379804427D-01, 2.33592422447D-01, 1.77027773126D-01
 7.37058298949D-02, 2.86984603323D-01,-9.26294170105D-01,-7.13015396677D-01, 1.39938714144D+29, 2.00582703458D+09, 2.03528842637D+09, 2.89388113870D+13, 1.53226761260D+04, 3.87050682854D+00, 1.00000000000D+00, 4.40847648416D+08, 1.00000000000D+33, 3.42560514353D-01, 3.42560513405D-01, 4.95498340532D+34, 0.00000000000D+00, 4.00592077459D+06, 1.28237558570D+08, 5.89379789998D-01, 2.33592416729D-01, 1.77027793274D-01
 7.25486635850D-02, 2.85370555535D-01,-9.27451336415D-01,-7.14629444465D-01, 1.37741705227D+29, 1.99454593917D+09, 2.02382909829D+09, 2.90381309355D+13, 1.53406720773D+04, 3.87694073293D+00, 1.00000000000D+00, 4.40847551450D+08, 1.00000000000D+33, 3.42620685939D-01, 3.42620684987D-01, 5.02763267473D+34, 0.00000000000D+00, 4.00912758586D+06, 1.28258935148D+08, 5.89379777077D-01, 2.33592411608D-01, 1.77027811315D-01
 7.13994932883D-02, 2.83752086665D-01,-9.28600506712D-01,-7.16247913335D-01, 1.35559877632D+29, 1.98323394342D+09, 2.01233850136D+09, 2.91374352198D+13, 1.53586280044D+04, 3.88336352390D+00, 1.00000000000D+00, 4.40847455668D+08, 1.00000000000D+33, 3.42680743607D-01, 3.42680742650D-01, 5.10209274087D+34, 0.00000000000D+00, 4.01232515191D+06, 1.28280199893D+08, 5.89379765505D-01, 2.33592407021D-01, 1.77027827474D-01
 7.02583524918D-02, 2.82129145960D-01,-9.29741647508D-01,-7.17870854040D-01, 1.33393294934D+29, 1.97189069259D+09, 2.00081627436D+09, 2.92367213144D+13, 1.53765436104D+04, 3.88977506721D+00, 1.00000000000D+00, 4.40847360986D+08, 1.00000000000D+33, 3.42740723840D-01, 3.42740722878D-01, 5.17842454976D+34, 0.00000000000D+00, 4.01551345189D+06, 1.28301346175D+08, 5.89379755139D-01, 2.33592402913D-01, 1.77027841948D-01
 6.91252747414D-02, 2.80501681822D-01,-9.30874725259D-01,-7.19498318178D-01, 1.31242020827D+29, 1.96051582604D+09, 1.98926205007D+09, 2.93359862524D+13, 1.53944185948D+04, 3.89617522659D+00, 1.00000000000D+00, 4.40847267328D+08, 1.00000000000D+33, 3.42800662329D-01, 3.42800661362D-01, 5.25669163020D+34, 0.00000000000D+00, 4.01869246382D+06, 1.28322367482D+08, 5.89379745852D-01, 2.33592399232D-01, 1.77027854917D-01
 6.80002936414D-02, 2.78869641792D-01,-9.31999706359D-01,-7.21130358208D-01, 1.29106119111D+29, 1.94910897711D+09, 1.97767545509D+09, 2.94352270246D+13, 1.54122526536D+04, 3.90256386372D+00, 1.00000000000D+00, 4.40847174628D+08, 1.00000000000D+33, 3.42860593975D-01, 3.42860593003D-01, 5.33696022579D+34, 0.00000000000D+00, 4.02186216455D+06, 1.28343257416D+08, 5.89379737529D-01, 2.33592395933D-01, 1.77027866538D-01
 6.68834428534D-02, 2.77232972523D-01,-9.33116557147D-01,-7.22767027477D-01, 1.26985653696D+29, 1.93766977296D+09, 1.96605610973D+09, 2.95344405791D+13, 1.54300454793D+04, 3.90894083819D+00, 1.00000000000D+00, 4.40847082824D+08, 1.00000000000D+33, 3.42920552893D-01, 3.42920551915D-01, 5.41929943482D+34, 0.00000000000D+00, 4.02502252976D+06, 1.28364009697D+08, 5.89379730069D-01, 2.33592392977D-01, 1.77027876954D-01
 6.57747560947D-02, 2.75591619765D-01,-9.34225243905D-01,-7.24408380235D-01, 1.24880688599D+29, 1.92619783440D+09, 1.95440362780D+09, 2.96336238200D+13, 1.54477967606D+04, 3.91530600747D+00, 1.00000000000D+00, 4.40846991864D+08, 1.00000000000D+33, 3.42980572416D-01, 3.42980571433D-01, 5.50378135864D+34, 0.00000000000D+00, 4.02817353394D+06, 1.28384618157D+08, 5.89379723382D-01, 2.33592390326D-01, 1.77027886292D-01
 6.46742671377D-02, 2.73945528335D-01,-9.35325732862D-01,-7.26054471665D-01, 1.22791287939D+29, 1.91469277576D+09, 1.94271761651D+09, 2.97327736071D+13, 1.54655061824D+04, 3.92165922687D+00, 1.00000000000D+00, 4.40846901700D+08, 1.00000000000D+33, 3.43040685100D-01, 3.43040684112D-01, 5.59048125900D+34, 0.00000000000D+00, 4.03131515038D+06, 1.28405076745D+08, 5.89379717385D-01, 2.33592387950D-01, 1.77027894665D-01
 6.35820098082D-02, 2.72294642102D-01,-9.36417990192D-01,-7.27705357898D-01, 1.20717515940D+29, 1.90315420470D+09, 1.93099767625D+09, 2.98318867548D+13, 1.54831734253D+04, 3.92800034952D+00, 1.00000000000D+00, 4.40846812288D+08, 1.00000000000D+33, 3.43100922731D-01, 3.43100921736D-01, 5.67947772505D+34, 0.00000000000D+00, 4.03444735112D+06, 1.28425379525D+08, 5.89379712007D-01, 2.33592385818D-01, 1.77027902175D-01
 6.24980238472D-02, 2.70638912954D-01,-9.37501976153D-01,-7.29361087046D-01, 1.18659448054D+29, 1.89158178497D+09, 1.91924346424D+09, 2.99309594939D+13, 1.55007996156D+04, 3.93432918932D+00, 1.00000000000D+00, 4.40846722487D+08, 1.00000000000D+33, 3.43244949041D-01, 3.43244948041D-01, 5.77085004650D+34, 0.00000000000D+00, 4.03757441042D+06, 1.28445611938D+08, 5.89379707182D-01, 2.33592383906D-01, 1.77027908913D-01
 6.14223576934D-02, 2.68978305592D-01,-9.38577642307D-01,-7.31021694408D-01, 1.16617176247D+29, 1.87997526984D+09, 1.90745472859D+09, 3.00299871935D+13, 1.55183880874D+04, 3.94064549263D+00, 1.00000000000D+00, 4.40846634480D+08, 1.00000000000D+33, 3.43410386941D-01, 3.43410385935D-01, 5.86467666812D+34, 0.00000000000D+00, 4.04069186323D+06, 1.28465976954D+08, 5.89379702852D-01, 2.33592382189D-01, 1.77027914959D-01
 6.03550441426D-02, 2.67312760058D-01,-9.39644955857D-01,-7.32687239942D-01, 1.14590762786D+29, 1.86833424025D+09, 1.89563104260D+09, 3.01289665956D+13, 1.55359383514D+04, 3.94694911739D+00, 1.00000000000D+00, 4.40846547099D+08, 1.00000000000D+33, 3.43573121648D-01, 3.43573120636D-01, 5.96104706594D+34, 0.00000000000D+00, 4.04379828819D+06, 1.28486485817D+08, 5.89379698965D-01, 2.33592380649D-01, 1.77027920386D-01
 5.92961160536D-02, 2.65642215332D-01,-9.40703883946D-01,-7.34357784668D-01, 1.12580270056D+29, 1.85665826970D+09, 1.88377197176D+09, 3.02278943944D+13, 1.55534499121D+04, 3.95323991658D+00, 1.00000000000D+00, 4.40846460316D+08, 1.00000000000D+33, 3.43733136253D-01, 3.43733135235D-01, 6.06005481665D+34, 0.00000000000D+00, 4.04689365530D+06, 1.28507142560D+08, 5.89379695475D-01, 2.33592379266D-01, 1.77027925259D-01
